conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:914_conv:1828,confident,"['hopeful', 'confident', 'excited']",hopeful,2.0
hit:10180_conv:20360,apprehensive,"['proud', ' nostalgic', ' apprehensive']",proud,3.0
hit:1057_conv:2115,anticipating,"['excited', ' surprised', ' nostalgic']",excited,
hit:11392_conv:22785,ashamed,"['anxious', ' ashamed', ' annoyed']",anxious,2.0
hit:6230_conv:12460,hopeful,"['surprised', ' annoyed', ' content']",surprised,
hit:9938_conv:19876,hopeful,"['excited', 'hopeful', 'grateful']",excited,2.0
hit:10377_conv:20755,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,1.0
hit:11392_conv:22785,ashamed,"['content', ' relieved', ' amused']",content,
hit:11765_conv:23530,prepared,"['excited', 'hopeful', 'content']",excited,
hit:11818_conv:23636,apprehensive,"['annoyed', ' anxious', ' frustrated']",annoyed,
hit:4324_conv:8649,confident,"['hopeful', 'confident', 'content']",hopeful,2.0
hit:9114_conv:18229,annoyed,"['annoyed', 'impressed', 'hopeful']",annoyed,1.0
hit:11818_conv:23636,apprehensive,"['annoyed', ' disappointed', ' hopeful']",annoyed,
hit:2281_conv:4562,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:3247_conv:6495,joyful,"['excited', 'happy', 'grateful']",excited,
hit:5357_conv:10715,sad,"['sad', ' sympathetic', ' caring']",sad,1.0
hit:9645_conv:19291,caring,"['afraid', 'grateful', 'concerned']",afraid,
hit:4276_conv:8553,joyful,"['excited', 'surprised', 'grateful']",excited,
hit:5357_conv:10715,sad,"['sad', ' devastated', ' nostalgic']",sad,1.0
hit:5397_conv:10794,confident,"['proud', 'hopeful', 'excited']",proud,
hit:6384_conv:12768,jealous,"['impressed', 'hopeful', 'anxious']",impressed,
hit:8704_conv:17408,disgusted,"['angry', ' disgusted', ' disappointed']",angry,2.0
hit:4428_conv:8857,angry,"['embarrassed', ' annoyed', ' caring']",embarrassed,
hit:5149_conv:10298,devastated,"['sad', 'lonely', 'grateful']",sad,
hit:6384_conv:12768,jealous,"['hopeful', ' confident', ' anticipating']",hopeful,
hit:7980_conv:15960,joyful,"['grateful', ' relieved', ' annoyed']",grateful,
hit:8491_conv:16982,grateful,"['grateful', ' surprised', ' hopeful']",grateful,1.0
hit:9802_conv:19605,hopeful,"['excited', ' hopeful', ' confident']",excited,2.0
hit:12325_conv:24651,sentimental,"['nostalgic', ' hopeful', ' content']",nostalgic,
hit:3228_conv:6457,confident,"['proud', ' grateful', ' hopeful']",proud,
hit:3862_conv:7725,anticipating,"['grateful', ' hopeful', ' caring']",grateful,
hit:7233_conv:14467,sad,"['devastated', 'sad', 'sympathetic']",devastated,2.0
hit:9802_conv:19605,hopeful,"['excited', ' happy', ' hopeful']",excited,3.0
hit:1184_conv:2369,grateful,"['grateful', ' relieved', ' content']",grateful,1.0
hit:12021_conv:24043,proud,"['proud', 'excited', 'content']",proud,1.0
hit:12325_conv:24651,sentimental,"['nostalgic', ' joyful', ' sentimental']",nostalgic,3.0
hit:3396_conv:6792,confident,"['excited', ' proud', ' grateful']",excited,
hit:9053_conv:18106,sentimental,"['jealous', 'excited', 'hopeful']",jealous,
hit:10272_conv:20544,sentimental,"['nostalgic', ' content', ' curious']",nostalgic,
hit:5340_conv:10680,content,"['content', 'joyful', 'hopeful']",content,1.0
hit:5399_conv:10798,prepared,"['excited', 'hopeful', 'content']",excited,
hit:7185_conv:14371,guilty,"['guilty', 'sad', 'anxious']",guilty,1.0
hit:8149_conv:16299,content,"['proud', ' grateful', ' caring']",proud,
hit:11241_conv:22483,sentimental,"['sad', 'proud', 'grateful']",sad,
hit:2569_conv:5139,embarrassed,"['embarrassed', 'anxious', 'understandable']",embarrassed,1.0
hit:4255_conv:8510,faithful,"['proud', ' content', ' nostalgic']",proud,
hit:4914_conv:9829,prepared,"['excited', 'hopeful', 'prepared']",excited,3.0
hit:5340_conv:10680,content,"['content', ' hopeful', ' envious']",content,1.0
hit:4914_conv:9829,prepared,"['excited', ' hopeful', ' proud']",excited,
hit:5042_conv:10084,excited,"['excited', ' hopeful', ' content']",excited,1.0
hit:7421_conv:14843,nostalgic,"['nostalgic', ' content', ' grateful']",nostalgic,1.0
hit:8281_conv:16562,excited,"['excited', 'proud', 'surprised']",excited,1.0
hit:9930_conv:19861,sentimental,"['nostalgic', ' hopeful', ' content']",nostalgic,
hit:10112_conv:20224,sentimental,"['sentimental', ' hopeful', ' content']",sentimental,1.0
hit:11836_conv:23673,embarrassed,"['embarrassed', ' sad', ' surprised']",embarrassed,1.0
hit:3361_conv:6722,prepared,"['relieved', ' grateful', ' surprised']",relieved,
hit:3732_conv:7464,nostalgic,"['excited', ' joyful', ' nostalgic']",excited,3.0
hit:9930_conv:19861,sentimental,"['curious', 'content', 'disappointed']",curious,
hit:3277_conv:6554,angry,"['angry', 'sad', 'upset']",angry,1.0
hit:3332_conv:6665,content,"['content', ' joyful', ' surprised']",content,1.0
hit:3732_conv:7464,nostalgic,"['excited', 'hopeful', 'joyful']",excited,
hit:5283_conv:10567,surprised,"['afraid', 'surprised', 'joyful']",afraid,2.0
hit:5644_conv:11288,surprised,"['surprised', 'proud', 'hopeful']",surprised,1.0
hit:11710_conv:23420,devastated,"['disappointed', 'sad', 'embarrassed']",disappointed,
hit:2559_conv:5118,sad,"['sad', 'lonely', 'hopeful']",sad,1.0
hit:2768_conv:5536,anxious,"['nervous', 'anxious', 'insecure']",nervous,2.0
hit:3332_conv:6665,content,"['content', ' grateful', ' joyful']",content,1.0
hit:4765_conv:9530,disappointed,"['angry', 'annoyed', 'sad']",angry,
hit:3975_conv:7950,nostalgic,"['sad', ' hopeful', ' grateful']",sad,
hit:6899_conv:13798,content,"['happy', 'content', 'hopeful']",happy,2.0
hit:8075_conv:16150,embarrassed,"['joyful', 'excited', 'hopeful']",joyful,
hit:8182_conv:16365,jealous,"['disappointed', 'sad', 'hopeful']",disappointed,
hit:9131_conv:18262,anticipating,"['excited', 'annoyed', 'surprised']",excited,
hit:3005_conv:6011,proud,"['sad', ' lonely', ' disappointed']",sad,
hit:3246_conv:6492,disgusted,"['sad', 'disgusted', 'grateful']",sad,2.0
hit:4171_conv:8343,disappointed,"['disappointed', ' hopeful', ' grateful']",disappointed,1.0
hit:4576_conv:9152,jealous,"['jealous', ' disappointed', ' annoyed']",jealous,1.0
hit:9468_conv:18937,lonely,"['sad', ' nostalgic', ' lonely']",sad,3.0
hit:1824_conv:3648,faithful,"['grateful', ' proud', ' hopeful']",grateful,
hit:1968_conv:3937,anxious,"['excited', ' hopeful', ' impatient']",excited,
hit:1990_conv:3980,anticipating,"['anxious', ' hopeful', ' disappointed']",anxious,
hit:8978_conv:17957,annoyed,"['disappointed', 'sad', 'annoyed']",disappointed,3.0
hit:9468_conv:18937,lonely,"['sad', ' nostalgic', ' hopeful']",sad,
hit:10740_conv:21480,nostalgic,"['proud', ' nostalgic', ' disappointed']",proud,2.0
hit:1464_conv:2928,annoyed,"['proud', 'surprised', 'excited']",proud,
hit:1824_conv:3648,faithful,"['proud', ' hopeful', ' content']",proud,
hit:72_conv:145,anxious,"['excited', ' anxious', ' joyful']",excited,2.0
hit:10488_conv:20977,nostalgic,"['nostalgic', ' joyful', ' content']",nostalgic,1.0
hit:10740_conv:21480,nostalgic,"['grateful', ' anxious', ' hopeful']",grateful,
hit:1628_conv:3256,grateful,"['grateful', ' content', ' caring']",grateful,1.0
hit:1668_conv:3336,joyful,"['excited', 'happy', 'proud']",excited,
hit:7954_conv:15908,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:11071_conv:22142,ashamed,"['embarrassed', ' ashamed', ' annoyed']",embarrassed,2.0
hit:1628_conv:3256,grateful,"['grateful', ' hopeful', ' caring']",grateful,1.0
hit:4585_conv:9171,disappointed,"['angry', ' disappointed', ' annoyed']",angry,2.0
hit:6119_conv:12239,disgusted,"['disgusted', ' annoyed', ' surprised']",disgusted,1.0
hit:7189_conv:14379,joyful,"['joyful', ' nostalgic', ' grateful']",joyful,1.0
hit:2291_conv:4583,furious,"['sad', 'angry', 'concerned']",sad,
hit:4012_conv:8025,guilty,"['guilty', 'embarrassed', 'content']",guilty,1.0
hit:4595_conv:9190,surprised,"['excited', 'happy', 'surprised']",excited,3.0
hit:5042_conv:10085,proud,"['happy', ' hopeful', ' content']",happy,
hit:7993_conv:15986,disappointed,"['disappointed', 'sad', 'annoyed']",disappointed,1.0
hit:11764_conv:23529,confident,"['anxious', ' prepared', ' confident']",anxious,3.0
hit:11777_conv:23555,devastated,"['disappointed', ' sad', ' let down']",disappointed,
hit:2606_conv:5213,angry,"['angry', ' annoyed', ' disappointed']",angry,1.0
hit:3019_conv:6039,apprehensive,"['concerned', ' hopeful', ' conflicted']",concerned,
hit:4012_conv:8025,guilty,"['guilty', 'embarrassed', 'content']",guilty,1.0
hit:1177_conv:2355,devastated,"['sad', ' hopeful', ' proud']",sad,
hit:1297_conv:2595,disappointed,"['annoyed', 'sad', 'frustrated']",annoyed,
hit:417_conv:834,surprised,"['angry', ' embarrassed', ' surprised']",angry,3.0
hit:6513_conv:13026,confident,"['hopeful', 'excited', 'confident']",hopeful,3.0
hit:10831_conv:21663,faithful,"['caring', ' grateful', ' proud']",caring,
hit:1824_conv:3649,angry,"['angry', 'annoyed', 'frustrated']",angry,1.0
hit:2664_conv:5329,lonely,"['lonely', ' sad', ' hopeful']",lonely,1.0
hit:3627_conv:7255,lonely,"['sad', ' bitter', ' lonely']",sad,3.0
hit:4968_conv:9936,surprised,"['proud', 'sad', 'hopeful']",proud,
hit:2396_conv:4792,disappointed,"['sad', ' disappointed', ' anxious']",sad,2.0
hit:3066_conv:6133,surprised,"['surprised', ' hopeful', ' grateful']",surprised,1.0
hit:3627_conv:7255,lonely,"['sad', ' disappointed', ' hopeful']",sad,
hit:5175_conv:10351,annoyed,"['annoyed', ' embarrassed', ' disappointed']",annoyed,1.0
hit:611_conv:1223,disgusted,"['disgusted', ' angry', ' annoyed']",disgusted,1.0
hit:10416_conv:20832,devastated,"['sad', ' nostalgic', ' grateful']",sad,
hit:11036_conv:22073,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:4124_conv:8248,afraid,"['relieved', ' grateful', ' anxious']",relieved,
hit:8451_conv:16903,disappointed,"['sad', 'surprised', 'angry']",sad,
hit:10416_conv:20832,devastated,"['grateful', 'hopeful', 'content']",grateful,
hit:1420_conv:2840,guilty,"['concerned', ' worried', ' caring']",concerned,
hit:3571_conv:7142,furious,"['frustrated', 'annoyed', 'disappointed']",frustrated,
hit:4301_conv:8603,impressed,"['excited', 'impressed', 'grateful']",excited,2.0
hit:5052_conv:10104,anxious,"['anxious', ' apprehensive', ' concerned']",anxious,1.0
hit:10742_conv:21485,trusting,"['trusting', ' hopeful', ' anxious']",trusting,1.0
hit:12285_conv:24571,proud,"['content', 'hopeful', 'proud']",content,3.0
hit:4536_conv:9072,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:6054_conv:12109,excited,"['excited', ' hopeful', ' grateful']",excited,1.0
hit:8205_conv:16411,afraid,"['anxious', 'afraid', 'hopeful']",anxious,2.0
hit:10742_conv:21485,trusting,"['worried', ' hopeful', ' grateful']",worried,
hit:5446_conv:10892,joyful,"['excited', 'proud', 'hopeful']",excited,
hit:6320_conv:12640,terrified,"['terrified', 'anxious', 'surprised']",terrified,1.0
hit:7409_conv:14819,impressed,"['impressed', 'excited', 'hopeful']",impressed,1.0
hit:8506_conv:17012,angry,"['angry', 'annoyed', 'disappointed']",angry,1.0
hit:12334_conv:24668,surprised,"['proud', 'excited', 'hopeful']",proud,
hit:3212_conv:6425,guilty,"['guilty', ' disappointed', ' excited']",guilty,1.0
hit:4109_conv:8218,annoyed,"['annoyed', ' proud', ' caring']",annoyed,1.0
hit:5446_conv:10892,joyful,"['curious', 'hopeful', 'anticipating']",curious,
hit:7522_conv:15044,lonely,"['sad', ' nostalgic', ' ashamed']",sad,
hit:2426_conv:4853,joyful,"['excited', ' proud', ' joyful']",excited,3.0
hit:3212_conv:6425,guilty,"['disappointed', ' hopeful', ' envious']",disappointed,
hit:4342_conv:8685,sentimental,"['sad', ' nostalgic', ' grateful']",sad,
hit:6807_conv:13615,angry,"['angry', ' annoyed', ' disappointed']",angry,1.0
hit:974_conv:1949,devastated,"['sad', ' surprised', ' hopeful']",sad,
hit:10246_conv:20492,prepared,"['anxious', ' prepared', ' concerned']",anxious,2.0
hit:10991_conv:21983,anxious,"['anxious', ' hopeful', ' nostalgic']",anxious,1.0
hit:4195_conv:8390,anxious,"['anxious', 'nervous', 'hopeful']",anxious,1.0
hit:4342_conv:8685,sentimental,"['sad', ' nostalgic', ' confused']",sad,
hit:8067_conv:16135,disappointed,"['disappointed', ' hopeful', ' ashamed']",disappointed,1.0
hit:3244_conv:6488,terrified,"['afraid', 'grateful', 'anxious']",afraid,
hit:4195_conv:8390,anxious,"['hopeful', ' anxious', ' caring']",hopeful,2.0
hit:7425_conv:14850,lonely,"['lonely', 'surprised', 'anxious']",lonely,1.0
hit:9351_conv:18702,hopeful,"['anxious', 'worried', 'hopeful']",anxious,3.0
hit:9581_conv:19162,content,"['excited', ' hopeful', ' grateful']",excited,
hit:10170_conv:20341,trusting,"['angry', 'sad', 'disgusted']",angry,
hit:6575_conv:13150,lonely,"['lonely', ' hopeful', ' anxious']",lonely,1.0
hit:6721_conv:13442,content,"['content', 'calm', 'hopeful']",content,1.0
hit:7425_conv:14850,lonely,"['hopeful', ' nostalgic', ' envious']",hopeful,
hit:8927_conv:17855,hopeful,"['excited', ' hopeful', ' grateful']",excited,2.0
hit:2177_conv:4355,furious,"['angry', ' disappointed', ' surprised']",angry,
hit:3752_conv:7504,sad,"['sad', ' nostalgic', ' grateful']",sad,1.0
hit:4183_conv:8366,devastated,"['sad', ' devastated', ' shocked']",sad,2.0
hit:5692_conv:11385,afraid,"['afraid', 'surprised', 'relieved']",afraid,1.0
hit:6086_conv:12173,excited,"['excited', 'anticipating', 'content']",excited,1.0
hit:8927_conv:17855,hopeful,"['excited', ' hopeful', ' confident']",excited,2.0
hit:12337_conv:24674,devastated,"['angry', 'annoyed', 'disgusted']",angry,
hit:4183_conv:8366,devastated,"['guilty', ' grateful', ' hopeful']",guilty,
hit:4421_conv:8843,afraid,"['terrified', 'anxious', 'surprised']",terrified,
hit:7419_conv:14839,embarrassed,"['embarrassed', ' annoyed', ' surprised']",embarrassed,1.0
hit:8909_conv:17819,guilty,"['guilty', 'surprised', 'anxious']",guilty,1.0
hit:11562_conv:23124,prepared,"['anxious', 'hopeful', 'confident']",anxious,
hit:2560_conv:5121,sad,"['sad', ' disappointed', ' frustrated']",sad,1.0
hit:6082_conv:12165,excited,"['excited', ' joyful', ' curious']",excited,1.0
hit:6855_conv:13710,furious,"['annoyed', ' frustrated', ' hopeful']",annoyed,
hit:7419_conv:14839,embarrassed,"['embarrassed', ' embarrassed', ' hopeful']",embarrassed,1.0
hit:3819_conv:7639,grateful,"['excited', 'hopeful', 'surprised']",excited,
hit:4741_conv:9483,joyful,"['sad', 'grateful', 'hopeful']",sad,
hit:5783_conv:11567,impressed,"['impressed', 'excited', 'anxious']",impressed,1.0
hit:6082_conv:12165,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:7683_conv:15367,lonely,"['sad', 'lonely', 'disappointed']",sad,2.0
hit:4622_conv:9245,jealous,"['jealous', 'annoyed', 'surprised']",jealous,1.0
hit:7103_conv:14206,excited,"['excited', ' hopeful', ' proud']",excited,1.0
hit:7683_conv:15367,lonely,"['afraid', ' hopeful', ' caring']",afraid,
hit:7893_conv:15787,ashamed,"['guilty', ' devastated', ' hopeful']",guilty,
hit:8033_conv:16066,surprised,"['surprised', 'excited', 'happy']",surprised,1.0
hit:11413_conv:22827,trusting,"['relieved', ' grateful', ' proud']",relieved,
hit:6209_conv:12419,prepared,"['excited', ' hopeful', ' grateful']",excited,
hit:6693_conv:13387,content,"['content', 'relaxed', 'hopeful']",content,1.0
hit:6954_conv:13909,annoyed,"['annoyed', 'anxious', 'relieved']",annoyed,1.0
hit:11413_conv:22827,trusting,"['hopeful', ' grateful', ' confident']",hopeful,
hit:2904_conv:5809,grateful,"['grateful', ' anxious', ' angry']",grateful,1.0
hit:479_conv:958,lonely,"['lonely', ' hopeful', ' anticipating']",lonely,1.0
hit:6291_conv:12583,joyful,"['excited', 'hopeful', 'content']",excited,
hit:6771_conv:13542,confident,"['excited', ' proud', ' joyful']",excited,
hit:12008_conv:24016,disgusted,"['disgusted', 'surprised', 'sad']",disgusted,1.0
hit:6771_conv:13542,confident,"['excited', ' proud', ' confident']",excited,3.0
hit:7353_conv:14706,angry,"['angry', 'surprised', 'annoyed']",angry,1.0
hit:8997_conv:17995,guilty,"['anxious', ' annoyed', ' proud']",anxious,
hit:9370_conv:18741,excited,"['excited', ' grateful', ' joyful']",excited,1.0
hit:10189_conv:20378,joyful,"['excited', ' hopeful', ' content']",excited,
hit:3327_conv:6655,content,"['content', ' joyful', ' hopeful']",content,1.0
hit:3899_conv:7798,proud,"['proud', 'grateful', 'content']",proud,1.0
hit:9370_conv:18741,excited,"['excited', ' proud', ' hopeful']",excited,1.0
hit:968_conv:1937,faithful,"['proud', ' hopeful', ' trusting']",proud,
hit:11086_conv:22172,impressed,"['excited', ' proud', ' grateful']",excited,
hit:4293_conv:8587,ashamed,"['guilty', ' ashamed', ' disappointed']",guilty,2.0
hit:6240_conv:12481,jealous,"['jealous', 'envious', 'disappointed']",jealous,1.0
hit:8147_conv:16294,jealous,"['jealous', 'happy', 'surprised']",jealous,1.0
hit:9835_conv:19671,nostalgic,"['nostalgic', ' content', ' grateful']",nostalgic,1.0
hit:1547_conv:3094,grateful,"['grateful', ' proud', ' joyful']",grateful,1.0
hit:6612_conv:13224,annoyed,"['angry', ' annoyed', ' disappointed']",angry,2.0
hit:7503_conv:15007,jealous,"['jealous', ' surprised', ' annoyed']",jealous,1.0
hit:8147_conv:16294,jealous,"['surprised', 'anticipating', 'curious']",surprised,
hit:8237_conv:16474,disgusted,"['disappointed', ' annoyed', ' sad']",disappointed,
hit:132_conv:264,grateful,"['annoyed', 'surprised', 'hopeful']",annoyed,
hit:1547_conv:3094,grateful,"['proud', ' hopeful', ' grateful']",proud,3.0
hit:2177_conv:4354,angry,"['sad', ' frustrated', ' annoyed']",sad,
hit:3322_conv:6644,jealous,"['jealous', ' hopeful', ' envious']",jealous,1.0
hit:6024_conv:12049,joyful,"['excited', 'happy', 'hopeful']",excited,
hit:10345_conv:20691,apprehensive,"['anxious', 'surprised', 'hopeful']",anxious,
hit:10800_conv:21601,sentimental,"['sad', ' nostalgic', ' hopeful']",sad,
hit:10873_conv:21747,prepared,"['confident', ' hopeful', ' excited']",confident,
hit:11875_conv:23751,disappointed,"['sad', ' disappointed', ' angry']",sad,2.0
hit:2177_conv:4354,angry,"['anxious', ' annoyed', ' hopeful']",anxious,
hit:10873_conv:21747,prepared,"['excited', ' proud', ' grateful']",excited,
hit:1822_conv:3644,disappointed,"['disappointed', ' angry', ' trusting']",disappointed,1.0
hit:2989_conv:5978,grateful,"['excited', 'hopeful', 'content']",excited,
hit:4320_conv:8641,confident,"['proud', ' hopeful', ' confident']",proud,3.0
hit:4820_conv:9641,disgusted,"['surprised', 'annoyed', 'anxious']",surprised,
hit:10202_conv:20404,furious,"['content', ' hopeful', ' caring']",content,
hit:11035_conv:22070,prepared,"['excited', ' hopeful', ' joyful']",excited,
hit:11677_conv:23355,disappointed,"['anxious', 'apprehensive', 'fearful']",anxious,
hit:2301_conv:4603,angry,"['anxious', ' hopeful', ' relieved']",anxious,
hit:4820_conv:9641,disgusted,"['surprised', 'annoyed', 'confused']",surprised,
hit:9184_conv:18368,afraid,"['terrified', ' afraid', ' anxious']",terrified,2.0
hit:10202_conv:20404,furious,"['sad', ' annoyed', ' sympathetic']",sad,
hit:10204_conv:20408,disgusted,"['annoyed', ' disappointed', ' amused']",annoyed,
hit:10489_conv:20978,ashamed,"['guilty', 'sad', 'grateful']",guilty,
hit:9399_conv:18799,afraid,"['anxious', 'nervous', 'anticipating']",anxious,
hit:9717_conv:19434,nostalgic,"['nostalgic', 'excited', 'content']",nostalgic,1.0
