conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:2265_conv:4531,annoyed,"['annoyed', 'frustrated', 'surprised']",annoyed,1.0
hit:2565_conv:5130,angry,"['angry', 'annoyed', 'disappointed']",angry,1.0
hit:3360_conv:6720,excited,"['grateful', ' happy', ' content']",grateful,
hit:6735_conv:13470,ashamed,"['embarrassed', 'ashamed', 'guilty']",embarrassed,2.0
hit:10201_conv:20403,grateful,"['excited', ' grateful', ' hopeful']",excited,2.0
hit:1617_conv:3235,disappointed,"['guilty', 'anxious', 'disappointed']",guilty,3.0
hit:2565_conv:5130,angry,"['sad', ' disappointed', ' curious']",sad,
hit:5456_conv:10913,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,1.0
hit:6066_conv:12132,surprised,"['surprised', ' nostalgic', ' lonely']",surprised,1.0
hit:6118_conv:12236,hopeful,"['hopeful', 'grateful', 'content']",hopeful,1.0
hit:7767_conv:15535,hopeful,"['hopeful', ' grateful', ' anxious']",hopeful,1.0
hit:897_conv:1794,faithful,"['faithful', 'admirable', 'grateful']",faithful,1.0
hit:2553_conv:5106,furious,"['angry', 'pain', 'relief']",angry,
hit:3141_conv:6283,jealous,"['jealous', ' hopeful', ' anxious']",jealous,1.0
hit:3301_conv:6603,angry,"['disappointed', 'sad', 'angry']",disappointed,3.0
hit:352_conv:704,nostalgic,"['nostalgic', 'sad', 'hopeful']",nostalgic,1.0
hit:5456_conv:10913,annoyed,"['angry', 'annoyed', 'frustrated']",angry,2.0
hit:6632_conv:13265,disappointed,"['angry', 'frustrated', 'disappointed']",angry,3.0
hit:7881_conv:15763,furious,"['hopeful', 'relieved', 'sympathetic']",hopeful,
hit:8431_conv:16862,trusting,"['grateful', 'faithful', 'relieved']",grateful,
hit:1910_conv:3821,annoyed,"['annoyed', 'frustrated', 'angry']",annoyed,1.0
hit:2553_conv:5106,furious,"['painful', 'annoyed', 'surprised']",painful,
hit:4086_conv:8172,guilty,"['worried', ' ashamed', ' relieved']",worried,
hit:4897_conv:9794,trusting,"['trusting', 'hopeful', 'content']",trusting,1.0
hit:6375_conv:12751,devastated,"['sad', 'frustrated', 'hopeful']",sad,
hit:8131_conv:16262,furious,"['angry', 'annoyed', 'disgusted']",angry,
hit:8314_conv:16628,confident,"['proud', 'excited', 'hopeful']",proud,
hit:8919_conv:17838,confident,"['excited', ' impressed', ' surprised']",excited,
hit:1048_conv:2096,apprehensive,"['anxious', 'worried', 'guilty']",anxious,
hit:12363_conv:24727,angry,"['angry', 'annoyed', 'frustrated']",angry,1.0
hit:344_conv:689,prepared,"['excited', 'hopeful', 'anticipating']",excited,
hit:555_conv:1110,surprised,"['surprised', ' grateful', ' loved']",surprised,1.0
hit:6645_conv:13291,anxious,"['proud', ' hopeful', ' content']",proud,
hit:8919_conv:17838,confident,"['excited', ' hopeful', ' proud']",excited,
hit:9896_conv:19793,confident,"['excited', 'hopeful', 'confident']",excited,3.0
hit:9937_conv:19875,confident,"['proud', 'excited', 'hopeful']",proud,
hit:4528_conv:9057,content,"['content', ' hopeful', ' relieved']",content,1.0
hit:5454_conv:10908,surprised,"['happy', 'nostalgic', 'content']",happy,
hit:6567_conv:13135,guilty,"['guilty', 'annoyed', 'sad']",guilty,1.0
hit:7251_conv:14502,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:7556_conv:15113,disappointed,"['disappointed', 'sad', 'angry']",disappointed,1.0
hit:8388_conv:16777,annoyed,"['anxious', ' hopeful', ' trusting']",anxious,
hit:8453_conv:16906,impressed,"['impressed', 'excited', 'hopeful']",impressed,1.0
hit:11343_conv:22686,sad,"['devastated', 'sad', 'guilty']",devastated,2.0
hit:12370_conv:24740,angry,"['grateful', 'surprised', 'relieved']",grateful,
hit:5076_conv:10152,grateful,"['grateful', ' proud', ' content']",grateful,1.0
hit:5231_conv:10463,hopeful,"['hopeful', 'anxious', 'grateful']",hopeful,1.0
hit:6150_conv:12300,excited,"['excited', 'hopeful', 'prepared']",excited,1.0
hit:6524_conv:13048,grateful,"['excited', ' hopeful', ' prepared']",excited,
hit:7556_conv:15113,disappointed,"['proud', ' joyful', ' grateful']",proud,
hit:9031_conv:18063,sentimental,"['nostalgic', ' happy', ' surprised']",nostalgic,
hit:11526_conv:23053,terrified,"['terrified', 'surprised', 'grateful']",terrified,1.0
hit:12219_conv:24438,impressed,"['proud', 'excited', 'hopeful']",proud,
hit:1791_conv:3582,angry,"['devastated', 'angry', 'anxious']",devastated,2.0
hit:3661_conv:7322,terrified,"['terrified', ' scared', ' relieved']",terrified,1.0
hit:5076_conv:10152,grateful,"['excited', ' proud', ' hopeful']",excited,
hit:6587_conv:13174,excited,"['excited', 'hopeful', 'proud']",excited,1.0
hit:7208_conv:14417,sad,"['devastated', 'sad', 'comforting']",devastated,2.0
hit:8665_conv:17331,sentimental,"['sad', ' nostalgic', ' devastated']",sad,
hit:9313_conv:18627,annoyed,"['angry', 'sad', 'surprised']",angry,
hit:1710_conv:3420,joyful,"['excited', 'hopeful', 'content']",excited,
hit:4464_conv:8928,surprised,"['surprised', 'excited', 'proud']",surprised,1.0
hit:5001_conv:10002,terrified,"['terrified', 'prepared', 'anxious']",terrified,1.0
hit:6138_conv:12276,joyful,"['happy', 'grateful', 'excited']",happy,
hit:7037_conv:14074,anxious,"['anxious', ' hopeful', ' worried']",anxious,1.0
hit:7788_conv:15577,proud,"['excited', 'proud', 'grateful']",excited,2.0
hit:8665_conv:17331,sentimental,"['sad', 'disappointed', 'lonely']",sad,
hit:9013_conv:18026,sad,"['disappointed', 'anxious', 'surprised']",disappointed,
hit:11112_conv:22224,embarrassed,"['embarrassed', ' surprised', ' annoyed']",embarrassed,1.0
hit:1686_conv:3372,angry,"['angry', 'furious', 'helpful']",angry,1.0
hit:4099_conv:8199,grateful,"['proud', 'happy', 'grateful']",proud,3.0
hit:5654_conv:11308,furious,"['angry', 'annoyed', 'frustrated']",angry,
hit:5707_conv:11415,grateful,"['proud', ' grateful', ' content']",proud,2.0
hit:6502_conv:13004,apprehensive,"['anxious', ' hopeful', ' confident']",anxious,
hit:9013_conv:18026,sad,"['disappointed', 'lonely', 'anxious']",disappointed,
hit:9328_conv:18656,angry,"['angry', 'annoyed', 'anxious']",angry,1.0
hit:10409_conv:20818,ashamed,"['guilty', ' ashamed', ' anxious']",guilty,2.0
hit:1301_conv:2603,devastated,"['devastated', 'sad', 'angry']",devastated,1.0
hit:2576_conv:5153,excited,"['excited', 'happy', 'content']",excited,1.0
hit:4491_conv:8983,grateful,"['grateful', ' surprised', ' relieved']",grateful,1.0
hit:5050_conv:10100,ashamed,"['embarrassed', 'surprised', 'grateful']",embarrassed,
hit:5654_conv:11308,furious,"['angry', 'annoyed', 'pissed']",angry,
hit:5682_conv:11364,sad,"['hopeful', 'sad', 'anxious']",hopeful,2.0
hit:896_conv:1793,disappointed,"['anxious', 'sad', 'hopeful']",anxious,
hit:1465_conv:2931,impressed,"['impressed', ' excited', ' nostalgic']",impressed,1.0
hit:2545_conv:5091,afraid,"['relieved', 'sad', 'grateful']",relieved,
hit:4491_conv:8983,grateful,"['happy', 'grateful', 'content']",happy,2.0
hit:5237_conv:10474,angry,"['angry', 'hopeful', 'anxious']",angry,1.0
hit:5954_conv:11909,excited,"['excited', ' hopeful', ' happy']",excited,1.0
hit:6754_conv:13508,afraid,"['afraid', 'anxious', 'lonely']",afraid,1.0
hit:8510_conv:17020,guilty,"['guilty', 'sad', 'anxious']",guilty,1.0
hit:8568_conv:17137,sad,"['sad', ' nostalgic', ' grateful']",sad,1.0
hit:12410_conv:24820,faithful,"['hopeful', 'excited', 'curious']",hopeful,
hit:431_conv:863,apprehensive,"['hopeful', 'excited', 'proud']",hopeful,
hit:4636_conv:9273,sad,"['devastated', 'sad', 'comforting']",devastated,2.0
hit:544_conv:1088,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:5605_conv:11211,annoyed,"['angry', 'disgusted', 'appalled']",angry,
hit:5703_conv:11407,terrified,"['anxious', 'prepared', 'afraid']",anxious,
hit:9186_conv:18373,surprised,"['surprised', 'sad', 'anxious']",surprised,1.0
hit:11824_conv:23648,jealous,"['jealous', 'sad', 'disappointed']",jealous,1.0
hit:2204_conv:4408,terrified,"['afraid', 'surprised', 'anxious']",afraid,
hit:2787_conv:5575,anticipating,"['excited', ' joyful', ' anticipating']",excited,3.0
hit:5703_conv:11407,terrified,"['anxious', 'hopeful', 'anticipating']",anxious,
hit:6613_conv:13227,devastated,"['devastated', ' nostalgic', ' proud']",devastated,1.0
hit:6857_conv:13715,furious,"['angry', 'annoyed', 'surprised']",angry,
hit:7003_conv:14007,angry,"['angry', 'surprised', 'relieved']",angry,1.0
hit:7598_conv:15197,grateful,"['grateful', 'glad', 'content']",grateful,1.0
hit:10196_conv:20392,confident,"['excited', 'hopeful', 'content']",excited,
hit:10816_conv:21632,embarrassed,"['embarrassed', ' nostalgic', ' caring']",embarrassed,1.0
hit:11210_conv:22421,faithful,"['guilty', ' ashamed', ' faithful']",guilty,3.0
hit:11824_conv:23648,jealous,"['excited', ' proud', ' impressed']",excited,
hit:1442_conv:2885,annoyed,"['annoyed', 'angry', 'disgusted']",annoyed,1.0
hit:5123_conv:10246,joyful,"['excited', 'hopeful', 'content']",excited,
hit:6455_conv:12910,anxious,"['afraid', 'annoyed', 'prepared']",afraid,
hit:82_conv:164,anticipating,"['excited', 'annoyed', 'disappointed']",excited,
hit:10600_conv:21201,content,"['content', 'excited', 'hopeful']",content,1.0
hit:1442_conv:2885,annoyed,"['annoyed', 'frustrated', 'disappointed']",annoyed,1.0
hit:2982_conv:5964,confident,"['excited', 'hopeful', 'content']",excited,
hit:3752_conv:7505,nostalgic,"['nostalgic', 'excited', 'hopeful']",nostalgic,1.0
hit:4810_conv:9620,furious,"['angry', 'annoyed', 'disappointed']",angry,
hit:5633_conv:11266,afraid,"['anxious', ' hopeful', ' trusting']",anxious,
hit:6419_conv:12838,excited,"['excited', 'hopeful', 'envious']",excited,1.0
hit:8262_conv:16525,jealous,"['disappointed', 'sad', 'surprised']",disappointed,
hit:10600_conv:21201,content,"['excited', ' hopeful', ' relieved']",excited,
hit:10637_conv:21275,ashamed,"['ashamed', 'embarrassed', 'grateful']",ashamed,1.0
hit:178_conv:356,surprised,"['surprised', 'amused', 'grateful']",surprised,1.0
hit:2349_conv:4698,surprised,"['disappointed', 'surprised', 'sad']",disappointed,2.0
hit:4945_conv:9890,anxious,"['anxious', 'sad', 'hopeful']",anxious,1.0
hit:5814_conv:11629,furious,"['angry', 'sad', 'anxious']",angry,
hit:6173_conv:12346,terrified,"['devastated', ' afraid', ' angry']",devastated,
hit:8138_conv:16277,terrified,"['afraid', 'grateful', 'hopeful']",afraid,
hit:11938_conv:23877,excited,"['excited', 'anticipating', 'hopeful']",excited,1.0
hit:12091_conv:24182,embarrassed,"['proud', 'ashamed', 'content']",proud,
hit:2431_conv:4863,excited,"['excited', ' hopeful', ' amused']",excited,1.0
hit:5226_conv:10453,joyful,"['proud', 'happy', 'grateful']",proud,
hit:5814_conv:11629,furious,"['grateful', ' relieved', ' hopeful']",grateful,
hit:5848_conv:11697,angry,"['angry', 'annoyed', 'surprised']",angry,1.0
hit:6514_conv:13029,lonely,"['lonely', 'sad', 'grateful']",lonely,1.0
hit:1316_conv:2632,terrified,"['terrified', 'anxious', 'afraid']",terrified,1.0
hit:2347_conv:4694,guilty,"['disappointed', 'sad', 'tired']",disappointed,
hit:3153_conv:6306,angry,"['angry', 'relieved', 'annoyed']",angry,1.0
hit:5034_conv:10069,impressed,"['grateful', ' happy', ' content']",grateful,
hit:7659_conv:15318,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:7737_conv:15474,ashamed,"['devastated', ' embarrassed', ' angry']",devastated,
hit:9622_conv:19244,nostalgic,"['nostalgic', ' grateful', ' hopeful']",nostalgic,1.0
hit:10704_conv:21409,faithful,"['joyful', 'content', 'proud']",joyful,
hit:11011_conv:22022,embarrassed,"['embarrassed', 'grateful', 'guilty']",embarrassed,1.0
hit:11125_conv:22250,hopeful,"['excited', 'proud', 'hopeful']",excited,3.0
hit:11977_conv:23955,guilty,"['guilty', 'ashamed', 'anxious']",guilty,1.0
hit:2772_conv:5544,hopeful,"['hopeful', 'excited', 'proud']",hopeful,1.0
hit:2965_conv:5931,anxious,"['anxious', 'excited', 'nervous']",anxious,1.0
hit:3931_conv:7863,embarrassed,"['ashamed', ' guilty', ' anxious']",ashamed,
hit:11125_conv:22250,hopeful,"['confident', 'excited', 'proud']",confident,
hit:11949_conv:23899,guilty,"['guilty', 'sad', 'disappointed']",guilty,1.0
hit:2232_conv:4465,confident,"['hopeful', 'confident', 'supporting']",hopeful,2.0
hit:2322_conv:4645,grateful,"['hopeful', 'sad', 'grateful']",hopeful,3.0
hit:3141_conv:6282,grateful,"['grateful', 'happy', 'relieved']",grateful,1.0
hit:3248_conv:6497,afraid,"['afraid', 'anxious', 'reluctant']",afraid,1.0
hit:86_conv:172,sentimental,"['embarrassed', 'sad', 'lonely']",embarrassed,
hit:9375_conv:18750,sad,"['sad', 'grateful', 'lonely']",sad,1.0
hit:11358_conv:22717,jealous,"['jealous', ' disappointed', ' proud']",jealous,1.0
hit:348_conv:696,terrified,"['sad', 'anxious', 'overwhelmed']",sad,
hit:3729_conv:7458,apprehensive,"['afraid', 'anxious', 'curious']",afraid,
hit:5581_conv:11162,content,"['sad', ' hopeful', ' grateful']",sad,
hit:5858_conv:11716,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,1.0
hit:6061_conv:12122,impressed,"['impressed', ' surprised', ' envious']",impressed,1.0
hit:8291_conv:16582,proud,"['proud', 'excited', 'content']",proud,1.0
hit:86_conv:172,sentimental,"['hopeful', ' excited', ' confident']",hopeful,
hit:10264_conv:20529,apprehensive,"['nostalgic', 'lonely', 'content']",nostalgic,
hit:10703_conv:21407,caring,"['proud', 'hopeful', 'content']",proud,
hit:10801_conv:21602,joyful,"['happy', 'content', 'grateful']",happy,
hit:2344_conv:4689,sentimental,"['grateful', ' sentimental', ' content']",grateful,2.0
hit:3222_conv:6444,excited,"['excited', ' hopeful', ' grateful']",excited,1.0
hit:348_conv:696,terrified,"['concerned', ' hopeful', ' caring']",concerned,
hit:4103_conv:8206,angry,"['angry', 'annoyed', 'disgusted']",angry,1.0
hit:6341_conv:12683,nostalgic,"['nostalgic', 'hopeful', 'lonely']",nostalgic,1.0
hit:10328_conv:20656,jealous,"['jealous', ' proud', ' understanding']",jealous,1.0
hit:1361_conv:2722,annoyed,"['annoyed', 'hopeful', 'excited']",annoyed,1.0
hit:2422_conv:4845,joyful,"['excited', 'happy', 'grateful']",excited,
hit:3222_conv:6444,excited,"['excited', ' hopeful', ' content']",excited,1.0
hit:5721_conv:11443,nostalgic,"['nostalgic', ' hopeful', ' sentimental']",nostalgic,1.0
hit:9185_conv:18370,confident,"['excited', 'hopeful', 'hungry']",excited,
hit:9617_conv:19235,impressed,"['nostalgic', ' hopeful', ' amused']",nostalgic,
hit:963_conv:1927,annoyed,"['surprised', 'impressed', 'curious']",surprised,
hit:10289_conv:20579,faithful,"['happy', 'excited', 'content']",happy,
hit:1180_conv:2360,content,"['happy', ' content', ' hopeful']",happy,2.0
hit:3616_conv:7233,faithful,"['content', 'hopeful', 'trusting']",content,
hit:5074_conv:10149,annoyed,"['exhausted', 'frustrated', 'hopeful']",exhausted,
hit:5550_conv:11100,impressed,"['excited', ' hopeful', ' disappointed']",excited,
hit:5721_conv:11443,nostalgic,"['nostalgic', 'hopeful', 'surprised']",nostalgic,1.0
hit:681_conv:1363,nostalgic,"['nostalgic', 'lonely', 'tired']",nostalgic,1.0
hit:10796_conv:21592,apprehensive,"['afraid', 'anxious', 'hopeful']",afraid,
hit:11309_conv:22619,apprehensive,"['anxious', 'afraid', 'surprised']",anxious,
hit:3343_conv:6687,terrified,"['anxious', 'surprised', 'grateful']",anxious,
hit:4206_conv:8413,excited,"['excited', ' hopeful', ' proud']",excited,1.0
hit:4555_conv:9110,afraid,"['sad', 'disappointed', 'helpful']",sad,
hit:5074_conv:10149,annoyed,"['grateful', ' content', ' pleased']",grateful,
hit:6999_conv:13999,anticipating,"['excited', 'hopeful', 'curious']",excited,
hit:7779_conv:15559,sad,"['sad', ' hopeful', ' grateful']",sad,1.0
hit:11256_conv:22512,content,"['content', ' grateful', ' joyful']",content,1.0
hit:11309_conv:22619,apprehensive,"['anxious', ' nervous', ' curious']",anxious,
hit:12304_conv:24608,guilty,"['guilty', 'sad', 'disappointed']",guilty,1.0
hit:2058_conv:4116,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:3081_conv:6163,disappointed,"['disappointed', 'angry', 'surprised']",disappointed,1.0
hit:3116_conv:6232,jealous,"['happy', ' surprised', ' envious']",happy,
hit:6065_conv:12130,lonely,"['lonely', 'sad', 'grateful']",lonely,1.0
hit:6759_conv:13518,nostalgic,"['nostalgic', ' proud', ' hopeful']",nostalgic,1.0
hit:9269_conv:18538,hopeful,"['sad', 'anxious', 'guilty']",sad,
hit:11008_conv:22016,prepared,"['anxious', ' prepared', ' afraid']",anxious,2.0
hit:11256_conv:22512,content,"['excited', 'hopeful', 'grateful']",excited,
hit:11394_conv:22788,grateful,"['grateful', 'surprised', 'impressed']",grateful,1.0
hit:4902_conv:9804,lonely,"['sad', 'frustrated', 'understanding']",sad,
hit:6845_conv:13690,disgusted,"['disgusted', ' annoyed', ' relieved']",disgusted,1.0
hit:7074_conv:14148,impressed,"['excited', 'proud', 'hopeful']",excited,
hit:9346_conv:18692,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:11501_conv:23003,devastated,"['sad', 'shocked', 'comforting']",sad,
hit:11565_conv:23130,faithful,"['proud', 'hopeful', 'content']",proud,
hit:148_conv:296,terrified,"['afraid', 'anxious', 'sad']",afraid,
hit:4525_conv:9051,surprised,"['surprised', 'excited', 'grateful']",surprised,1.0
hit:5744_conv:11488,confident,"['hopeful', 'disappointed', 'proud']",hopeful,
hit:6535_conv:13070,annoyed,"['angry', 'annoyed', 'sad']",angry,2.0
hit:6674_conv:13349,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:6890_conv:13780,annoyed,"['annoyed', 'disgusted', 'hopeful']",annoyed,1.0
hit:10834_conv:21669,disgusted,"['disgusted', 'anxious', 'terrified']",disgusted,1.0
hit:11291_conv:22583,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:11501_conv:23003,devastated,"['sad', 'concerned', 'surprised']",sad,
hit:3341_conv:6682,excited,"['excited', 'hopeful', 'anticipating']",excited,1.0
hit:4238_conv:8476,embarrassed,"['embarrassed', ' humiliated', ' relieved']",embarrassed,1.0
hit:5195_conv:10390,confident,"['hopeful', ' grateful', ' content']",hopeful,
hit:5652_conv:11304,sentimental,"['grateful', 'surprised', 'impressed']",grateful,
hit:6894_conv:13789,surprised,"['excited', ' surprised', ' grateful']",excited,2.0
hit:11257_conv:22514,terrified,"['terrified', ' disgusted', ' anxious']",terrified,1.0
hit:12296_conv:24592,excited,"['excited', ' hopeful', ' proud']",excited,1.0
hit:1549_conv:3099,jealous,"['jealous', 'sad', 'disappointed']",jealous,1.0
hit:2435_conv:4870,apprehensive,"['lonely', 'embarrassed', 'hopeful']",lonely,
hit:298_conv:596,anticipating,"['excited', ' nostalgic', ' content']",excited,
hit:3279_conv:6558,terrified,"['terrified', 'angry', 'disgusted']",terrified,1.0
hit:6894_conv:13789,surprised,"['excited', 'anticipating', 'content']",excited,
hit:8488_conv:16977,proud,"['proud', 'excited', 'amused']",proud,1.0
hit:10419_conv:20839,annoyed,"['lonely', ' sad', ' angry']",lonely,
hit:10659_conv:21319,anxious,"['anxious', 'hopeful', 'excited']",anxious,1.0
hit:10824_conv:21649,furious,"['angry', ' furious', ' disappointed']",angry,2.0
hit:11149_conv:22298,confident,"['excited', 'hopeful', 'proud']",excited,
hit:1403_conv:2806,grateful,"['happy', 'relieved', 'surprised']",happy,
hit:1549_conv:3099,jealous,"['disappointed', ' anxious', ' hopeful']",disappointed,
hit:3303_conv:6606,guilty,"['guilty', ' ashamed', ' trusting']",guilty,1.0
hit:9417_conv:18834,devastated,"['devastated', 'sad', 'grateful']",devastated,1.0
hit:10522_conv:21045,hopeful,"['relieved', ' grateful', ' anxious']",relieved,
hit:3569_conv:7139,anticipating,"['excited', 'happy', 'grateful']",excited,
hit:5313_conv:10627,prepared,"['anxious', ' worried', ' afraid']",anxious,
hit:7036_conv:14073,grateful,"['relieved', ' grateful', ' anxious']",relieved,2.0
