conv_id,Original_Labels,Top_3_Emotion_Pred,1st_Emotion_Pred,2nd_Emotion_Pred,3rd_Emotion_Pred,Pred_Emo_Position
hit:215_conv:431,excited,"['excited', 'hopeful', 'annoyed']",excited,hopeful,annoyed,1.0
hit:2406_conv:4812,hopeful,"['proud', ' hopeful', ' anxious']",proud,hopeful,anxious,2.0
hit:4882_conv:9764,nostalgic,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:213_conv:427,impressed,"['excited', 'anxious', 'hopeful']",excited,anxious,hopeful,
hit:3003_conv:6007,hopeful,"['hopeful', 'excited', 'anxious']",hopeful,excited,anxious,1.0
hit:980_conv:1961,proud,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:6068_conv:12136,terrified,"['afraid', 'anxious', 'hopeful']",afraid,anxious,hopeful,
hit:7002_conv:14005,disappointed,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,
hit:815_conv:1631,content,"['excited', 'hopeful', 'confident']",excited,hopeful,confident,
hit:8958_conv:17917,guilty,"['guilty', 'sad', 'anxious']",guilty,sad,anxious,1.0
hit:11614_conv:23228,proud,"['proud', 'hopeful', 'grateful']",proud,hopeful,grateful,1.0
hit:1345_conv:2690,angry,"['sad', ' nostalgic', ' excited']",sad,nostalgic,excited,
hit:2057_conv:4114,confident,"['confident', ' hopeful', ' proud']",confident,hopeful,proud,1.0
hit:6263_conv:12526,sad,"['sad', 'grateful', 'hopeful']",sad,grateful,hopeful,1.0
hit:8069_conv:16139,confident,"['proud', 'confident', 'excited']",proud,confident,excited,2.0
hit:82_conv:165,nostalgic,"['sad', ' content', ' grateful']",sad,content,grateful,
hit:9908_conv:19816,prepared,"['hopeful', 'prepared', 'excited']",hopeful,prepared,excited,2.0
hit:3190_conv:6381,lonely,"['sad', 'lonely', 'hopeful']",sad,lonely,hopeful,2.0
hit:6460_conv:12921,embarrassed,"['devastated', 'embarrassed', 'sad']",devastated,embarrassed,sad,2.0
hit:7431_conv:14862,embarrassed,"['embarrassed', ' anxious', ' disgusted']",embarrassed,anxious,disgusted,1.0
hit:9015_conv:18031,angry,"['annoyed', 'disgusted', 'angry']",annoyed,disgusted,angry,3.0
hit:9907_conv:19814,angry,"['angry', ' annoyed', ' surprised']",angry,annoyed,surprised,1.0
hit:11283_conv:22566,hopeful,"['jealous', 'hopeful', 'annoyed']",jealous,hopeful,annoyed,2.0
hit:1817_conv:3635,content,"['content', 'hopeful', 'joyful']",content,hopeful,joyful,1.0
hit:2106_conv:4213,devastated,"['devastated', 'sad', 'grateful']",devastated,sad,grateful,1.0
hit:3142_conv:6284,furious,"['angry', 'disgusted', 'surprised']",angry,disgusted,surprised,
hit:3917_conv:7834,prepared,"['excited', ' prepared', ' anxious']",excited,prepared,anxious,2.0
hit:4521_conv:9042,sentimental,"['nostalgic', ' grateful', ' proud']",nostalgic,grateful,proud,
hit:10551_conv:21103,content,"['disappointed', 'hopeful', 'content']",disappointed,hopeful,content,3.0
hit:8571_conv:17142,anticipating,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,
hit:10836_conv:21672,anticipating,"['grateful', 'excited', 'content']",grateful,excited,content,
hit:2202_conv:4404,surprised,"['excited', 'surprised', 'proud']",excited,surprised,proud,2.0
hit:2349_conv:4699,confident,"['confident', 'hopeful', 'anxious']",confident,hopeful,anxious,1.0
hit:2981_conv:5963,lonely,"['lonely', ' hopeful', ' caring']",lonely,hopeful,caring,1.0
hit:8143_conv:16286,impressed,"['proud', ' grateful', ' joyful']",proud,grateful,joyful,
hit:10176_conv:20352,apprehensive,"['confident', 'proud', 'hopeful']",confident,proud,hopeful,
hit:2157_conv:4314,sad,"['sad', 'devastated', 'lonely']",sad,devastated,lonely,1.0
hit:2158_conv:4317,sad,"['sad', ' hopeful', ' lonely']",sad,hopeful,lonely,1.0
hit:4365_conv:8730,lonely,"['annoyed', 'sad', 'hopeful']",annoyed,sad,hopeful,
hit:5957_conv:11914,impressed,"['grateful', 'excited', 'hopeful']",grateful,excited,hopeful,
hit:7008_conv:14017,nostalgic,"['nostalgic', 'sentimental', 'hopeful']",nostalgic,sentimental,hopeful,1.0
hit:10722_conv:21444,guilty,"['guilty', 'embarrassed', 'ashamed']",guilty,embarrassed,ashamed,1.0
hit:10830_conv:21660,faithful,"['faithful', 'content', 'hopeful']",faithful,content,hopeful,1.0
hit:3806_conv:7613,angry,"['angry', 'proud', 'surprised']",angry,proud,surprised,1.0
hit:6182_conv:12365,excited,"['excited', 'joyful', 'proud']",excited,joyful,proud,1.0
hit:8721_conv:17442,grateful,"['proud', ' grateful', ' confident']",proud,grateful,confident,2.0
hit:8990_conv:17981,sentimental,"['nostalgic', ' excited', ' hopeful']",nostalgic,excited,hopeful,
hit:12375_conv:24751,surprised,"['anxious', 'surprised', 'disgusted']",anxious,surprised,disgusted,2.0
hit:1338_conv:2677,proud,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,1.0
hit:1414_conv:2828,annoyed,"['disappointed', 'annoyed', 'hopeful']",disappointed,annoyed,hopeful,2.0
hit:1695_conv:3390,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,1.0
hit:4231_conv:8462,disappointed,"['angry', 'sad', ' hopeful']",angry,sad,hopeful,
hit:9386_conv:18772,proud,"['proud', 'hopeful', 'grateful']",proud,hopeful,grateful,1.0
hit:102_conv:205,grateful,"['excited', ' proud', ' grateful']",excited,proud,grateful,3.0
hit:10797_conv:21594,disappointed,"['angry', 'sad', 'disappointed']",angry,sad,disappointed,3.0
hit:4500_conv:9001,furious,"['angry', 'furious', 'annoyed']",angry,furious,annoyed,2.0
hit:12267_conv:24535,anxious,"['excited', ' hopeful', ' grateful']",excited,hopeful,grateful,
hit:7470_conv:14941,angry,"['disappointed', ' hopeful', ' angry']",disappointed,hopeful,angry,3.0
hit:9966_conv:19932,anticipating,"['excited', 'anticipating', 'hopeful']",excited,anticipating,hopeful,2.0
hit:1402_conv:2805,afraid,"['afraid', 'anxious', 'hopeful']",afraid,anxious,hopeful,1.0
hit:3315_conv:6631,afraid,"['anxious', 'sad', 'hopeful']",anxious,sad,hopeful,
hit:4406_conv:8813,hopeful,"['excited', 'confident', 'hopeful']",excited,confident,hopeful,3.0
hit:6293_conv:12586,annoyed,"['annoyed', ' grateful', ' hopeful']",annoyed,grateful,hopeful,1.0
hit:7426_conv:14852,jealous,"['jealous', ' disappointed', ' hopeful']",jealous,disappointed,hopeful,1.0
hit:4523_conv:9046,disgusted,"['disgusted', ' hopeful', ' surprised']",disgusted,hopeful,surprised,1.0
hit:686_conv:1373,joyful,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,
hit:7071_conv:14143,sad,"['disappointed', ' annoyed', ' anticipating']",disappointed,annoyed,anticipating,
hit:8838_conv:17677,lonely,"['nostalgic', 'lonely', 'hopeful']",nostalgic,lonely,hopeful,2.0
hit:10417_conv:20834,terrified,"['afraid', 'disgusted', 'faithful']",afraid,disgusted,faithful,
hit:11005_conv:22010,anticipating,"['hopeful', 'excited', 'anxious']",hopeful,excited,anxious,
hit:1545_conv:3091,surprised,"['surprised', 'annoyed', 'disgusted']",surprised,annoyed,disgusted,1.0
hit:5782_conv:11565,ashamed,"['ashamed', ' guilty', ' devastated']",ashamed,guilty,devastated,1.0
hit:6738_conv:13477,anticipating,"['excited', 'nostalgic', 'proud']",excited,nostalgic,proud,
hit:8328_conv:16657,hopeful,"['proud', ' confident', ' surprised']",proud,confident,surprised,
hit:2847_conv:5695,anticipating,"['excited', ' hopeful', ' nostalgic']",excited,hopeful,nostalgic,
hit:4283_conv:8566,hopeful,"['hopeful', 'excited', 'content']",hopeful,excited,content,1.0
hit:6484_conv:12969,caring,"['caring', 'grateful', 'content']",caring,grateful,content,1.0
hit:8573_conv:17146,surprised,"['excited', 'hopeful', 'proud']",excited,hopeful,proud,
hit:10197_conv:20394,apprehensive,"['excited', 'joyful', 'apprehensive']",excited,joyful,apprehensive,3.0
hit:1809_conv:3618,surprised,"['grateful', 'surprised', 'content']",grateful,surprised,content,2.0
hit:5722_conv:11444,embarrassed,"['embarrassed', 'lonely', 'sad']",embarrassed,lonely,sad,1.0
hit:6782_conv:13564,surprised,"['excited', ' surprised', ' grateful']",excited,surprised,grateful,2.0
hit:7021_conv:14042,jealous,"['jealous', ' hopeful', ' excited']",jealous,hopeful,excited,1.0
hit:8380_conv:16761,disgusted,"['disgusted', 'annoyed', 'anxious']",disgusted,annoyed,anxious,1.0
hit:1921_conv:3842,sad,"['sad', 'devastated', 'nostalgic']",sad,devastated,nostalgic,1.0
hit:4039_conv:8078,guilty,"['guilty', 'sad', 'anxious']",guilty,sad,anxious,1.0
hit:449_conv:898,annoyed,"['angry', 'annoyed', 'sad']",angry,annoyed,sad,2.0
hit:5585_conv:11171,anxious,"['anxious', 'hopeful', 'sad']",anxious,hopeful,sad,1.0
hit:9805_conv:19611,disgusted,"['disgusted', 'angry', 'annoyed']",disgusted,angry,annoyed,1.0
hit:11547_conv:23095,confident,"['excited', 'hopeful', 'proud']",excited,hopeful,proud,
hit:11875_conv:23750,terrified,"['terrified', 'anxious', 'hopeful']",terrified,anxious,hopeful,1.0
hit:11939_conv:23879,caring,"['guilty', 'sad', 'ashamed']",guilty,sad,ashamed,
hit:11928_conv:23857,ashamed,"['disgusted', 'angry', 'ashamed']",disgusted,angry,ashamed,3.0
hit:3475_conv:6950,grateful,"['excited', ' joyful', ' hopeful']",excited,joyful,hopeful,
hit:6962_conv:13925,content,"['proud', 'joyful', 'content']",proud,joyful,content,3.0
hit:7557_conv:15115,excited,"['excited', ' hopeful', ' nostalgic']",excited,hopeful,nostalgic,1.0
hit:11840_conv:23681,anticipating,"['excited', 'nostalgic', 'hopeful']",excited,nostalgic,hopeful,
hit:11954_conv:23908,prepared,"['proud', ' excited', ' hopeful']",proud,excited,hopeful,
hit:4507_conv:9015,confident,"['anxious', 'hopeful', 'afraid']",anxious,hopeful,afraid,
hit:5419_conv:10839,sad,"['devastated', 'sad', 'prepared']",devastated,sad,prepared,2.0
hit:8652_conv:17304,ashamed,"['guilty', 'disappointed', 'sad']",guilty,disappointed,sad,
hit:9753_conv:19507,embarrassed,"['embarrassed', ' annoyed', ' ashamed']",embarrassed,annoyed,ashamed,1.0
hit:12050_conv:24101,proud,"['excited', ' proud', ' hopeful']",excited,proud,hopeful,2.0
hit:269_conv:538,devastated,"['devastated', ' sad', ' angry']",devastated,sad,angry,1.0
hit:6042_conv:12085,terrified,"['afraid', 'anxious', 'surprised']",afraid,anxious,surprised,
hit:6270_conv:12541,sad,"['sad', ' disappointed', ' nostalgic']",sad,disappointed,nostalgic,1.0
hit:6387_conv:12774,nostalgic,"['nostalgic', 'excited', 'hopeful']",nostalgic,excited,hopeful,1.0
hit:9758_conv:19516,devastated,"['devastated', ' sad', ' hopeful']",devastated,sad,hopeful,1.0
hit:1689_conv:3379,impressed,"['impressed', 'proud', 'hopeful']",impressed,proud,hopeful,1.0
hit:4031_conv:8062,sentimental,"['nostalgic', ' grateful', ' content']",nostalgic,grateful,content,
hit:8394_conv:16789,grateful,"['proud', 'grateful', 'impressed']",proud,grateful,impressed,2.0
hit:8568_conv:17136,guilty,"['guilty', 'sad', 'embarrassed']",guilty,sad,embarrassed,1.0
hit:9246_conv:18492,embarrassed,"['surprised', 'embarrassed', 'jealous']",surprised,embarrassed,jealous,2.0
hit:10169_conv:20338,devastated,"['devastated', 'sad', 'lonely']",devastated,sad,lonely,1.0
hit:5772_conv:11545,anxious,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,
hit:9867_conv:19734,angry,"['annoyed', 'disappointed', 'sad']",annoyed,disappointed,sad,
hit:10070_conv:20140,furious,"['angry', 'surprised', 'grateful']",angry,surprised,grateful,
hit:10675_conv:21351,terrified,"['terrified', 'anxious', 'afraid']",terrified,anxious,afraid,1.0
hit:4719_conv:9438,confident,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:8686_conv:17373,disappointed,"['disappointed', 'guilty', 'hopeful']",disappointed,guilty,hopeful,1.0
hit:2286_conv:4572,joyful,"['proud', 'hopeful', 'excited']",proud,hopeful,excited,
hit:2581_conv:5163,sentimental,"['nostalgic', ' grateful', ' caring']",nostalgic,grateful,caring,
hit:333_conv:666,disgusted,"['angry', ' disgusted', ' surprised']",angry,disgusted,surprised,2.0
hit:4330_conv:8661,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,1.0
hit:539_conv:1078,trusting,"['trusting', ' grateful', ' anxious']",trusting,grateful,anxious,1.0
hit:5625_conv:11251,sad,"['sad', ' anxious', ' hopeful']",sad,anxious,hopeful,1.0
hit:8985_conv:17971,confident,"['excited', 'hopeful', 'joyful']",excited,hopeful,joyful,
hit:3715_conv:7431,anticipating,"['excited', 'jealous', 'hopeful']",excited,jealous,hopeful,
hit:4201_conv:8403,annoyed,"['angry', 'annoyed', 'disgusted']",angry,annoyed,disgusted,2.0
hit:4245_conv:8491,angry,"['sad', ' angry', ' embarrassed']",sad,angry,embarrassed,2.0
hit:6515_conv:13030,guilty,"['sad', ' disappointed', ' embarrassed']",sad,disappointed,embarrassed,
hit:10939_conv:21879,devastated,"['sad', 'devastated', 'hopeful']",sad,devastated,hopeful,2.0
hit:1461_conv:2922,jealous,"['jealous', ' disappointed', ' hopeful']",jealous,disappointed,hopeful,1.0
hit:20_conv:40,terrified,"['afraid', 'anxious', 'surprised']",afraid,anxious,surprised,
hit:2191_conv:4382,disappointed,"['disappointed', 'hopeful', 'sad']",disappointed,hopeful,sad,1.0
hit:6173_conv:12347,excited,"['excited', ' nostalgic', ' joyful']",excited,nostalgic,joyful,1.0
hit:8158_conv:16316,disappointed,"['anxious', 'hopeful', 'grateful']",anxious,hopeful,grateful,
hit:3328_conv:6657,hopeful,"['hopeful', 'anxious', 'sad']",hopeful,anxious,sad,1.0
hit:5983_conv:11967,anticipating,"['hopeful', 'excited', 'anxious']",hopeful,excited,anxious,
hit:6255_conv:12511,grateful,"['grateful', 'excited', 'content']",grateful,excited,content,1.0
hit:7991_conv:15982,anxious,"['anxious', 'sad', 'hopeful']",anxious,sad,hopeful,1.0
hit:10271_conv:20543,trusting,"['annoyed', 'disappointed', 'hopeful']",annoyed,disappointed,hopeful,
hit:1188_conv:2377,guilty,"['guilty', ' ashamed', ' anxious']",guilty,ashamed,anxious,1.0
hit:3720_conv:7440,content,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,3.0
hit:735_conv:1471,surprised,"['grateful', 'excited', 'hopeful']",grateful,excited,hopeful,
hit:957_conv:1915,terrified,"['afraid', 'anxious', 'hopeful']",afraid,anxious,hopeful,
hit:2201_conv:4403,impressed,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:6343_conv:12687,furious,"['angry', 'annoyed', 'surprised']",angry,annoyed,surprised,
hit:8645_conv:17291,excited,"['excited', 'hopeful', 'joyful']",excited,hopeful,joyful,1.0
hit:8741_conv:17482,sentimental,"['nostalgic', ' proud', ' sentimental']",nostalgic,proud,sentimental,3.0
hit:5064_conv:10128,grateful,"['disappointed', 'sad', 'hopeful']",disappointed,sad,hopeful,
hit:8489_conv:16978,anxious,"['anxious', 'sad', ' hopeful']",anxious,sad,hopeful,1.0
hit:8590_conv:17180,sentimental,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,
hit:973_conv:1947,surprised,"['surprised', 'excited', 'grateful']",surprised,excited,grateful,1.0
hit:9905_conv:19811,confident,"['excited', 'proud', 'hopeful']",excited,proud,hopeful,
hit:5548_conv:11097,sentimental,"['proud', ' sentimental', ' grateful']",proud,sentimental,grateful,2.0
hit:6491_conv:12983,furious,"['angry', 'annoyed', 'surprised']",angry,annoyed,surprised,
hit:8717_conv:17435,prepared,"['excited', 'annoyed', 'prepared']",excited,annoyed,prepared,3.0
hit:10175_conv:20350,faithful,"['afraid', 'confident', 'surprised']",afraid,confident,surprised,
hit:1425_conv:2851,disappointed,"['disappointed', 'sad', 'hopeful']",disappointed,sad,hopeful,1.0
hit:3370_conv:6741,anticipating,"['excited', ' hopeful', ' anticipating']",excited,hopeful,anticipating,3.0
hit:6043_conv:12087,surprised,"['surprised', 'grateful', 'excited']",surprised,grateful,excited,1.0
hit:11150_conv:22300,devastated,"['sad', 'surprised', 'grateful']",sad,surprised,grateful,
hit:11203_conv:22407,devastated,"['sad', 'grateful', 'surprised']",sad,grateful,surprised,
hit:11406_conv:22813,jealous,"['jealous', 'excited', 'content']",jealous,excited,content,1.0
hit:1227_conv:2455,embarrassed,"['embarrassed', 'anxious', 'surprised']",embarrassed,anxious,surprised,1.0
hit:3289_conv:6579,devastated,"['sad', 'disappointed', 'lonely']",sad,disappointed,lonely,
hit:10415_conv:20830,afraid,"['anxious', 'excited', 'hopeful']",anxious,excited,hopeful,
hit:12308_conv:24617,anticipating,"['devastated', ' anxious', ' hopeful']",devastated,anxious,hopeful,
hit:3036_conv:6072,trusting,"['grateful', 'confident', 'proud']",grateful,confident,proud,
hit:3202_conv:6404,angry,"['angry', 'sad', 'grateful']",angry,sad,grateful,1.0
hit:3348_conv:6696,nostalgic,"['sad', 'devastated', 'nostalgic']",sad,devastated,nostalgic,3.0
hit:4151_conv:8303,joyful,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:5253_conv:10507,trusting,"['ashamed', ' trusting', ' hopeful']",ashamed,trusting,hopeful,2.0
hit:11352_conv:22704,surprised,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:177_conv:354,impressed,"['proud', 'impressed', 'excited']",proud,impressed,excited,2.0
hit:4371_conv:8742,surprised,"['excited', ' proud', ' hopeful']",excited,proud,hopeful,
hit:5874_conv:11748,guilty,"['guilty', 'sad', 'anxious']",guilty,sad,anxious,1.0
hit:8426_conv:16852,angry,"['angry', 'annoyed', 'hopeful']",angry,annoyed,hopeful,1.0
hit:11607_conv:23215,devastated,"['nostalgic', 'hopeful', 'excited']",nostalgic,hopeful,excited,
hit:4635_conv:9270,excited,"['excited', ' hopeful', ' anxious']",excited,hopeful,anxious,1.0
hit:4920_conv:9840,excited,"['proud', 'hopeful', 'grateful']",proud,hopeful,grateful,
hit:7387_conv:14775,excited,"['excited', 'hopeful', 'joyful']",excited,hopeful,joyful,1.0
hit:7977_conv:15955,anticipating,"['excited', 'hopeful', 'nostalgic']",excited,hopeful,nostalgic,
hit:5890_conv:11781,anticipating,"['excited', 'hopeful', 'anticipating']",excited,hopeful,anticipating,3.0
hit:7901_conv:15802,devastated,"['devastated', 'sad', 'nostalgic']",devastated,sad,nostalgic,1.0
hit:7929_conv:15859,ashamed,"['guilty', 'surprised', 'disappointed']",guilty,surprised,disappointed,
hit:8603_conv:17206,surprised,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,
hit:10141_conv:20283,proud,"['excited', 'proud', 'hopeful']",excited,proud,hopeful,2.0
hit:11832_conv:23665,confident,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:9971_conv:19943,prepared,"['excited', 'hopeful', 'confident']",excited,hopeful,confident,
hit:10492_conv:20985,anticipating,"['excited', ' hopeful', ' grateful']",excited,hopeful,grateful,
hit:3901_conv:7803,confident,"['confident', 'prepared', 'hopeful']",confident,prepared,hopeful,1.0
hit:2324_conv:4649,anxious,"['anxious', ' hopeful', ' caring']",anxious,hopeful,caring,1.0
hit:5447_conv:10895,proud,"['proud', ' excited', ' grateful']",proud,excited,grateful,1.0
hit:6389_conv:12778,joyful,"['excited', ' grateful', ' hopeful']",excited,grateful,hopeful,
hit:6658_conv:13316,excited,"['proud', 'hopeful', 'content']",proud,hopeful,content,
hit:9030_conv:18061,anxious,"['anxious', ' annoyed', ' embarrassed']",anxious,annoyed,embarrassed,1.0
hit:11534_conv:23068,ashamed,"['embarrassed', 'annoyed', 'grateful']",embarrassed,annoyed,grateful,
hit:3232_conv:6464,disgusted,"['annoyed', 'angry', 'disgusted']",annoyed,angry,disgusted,3.0
hit:4288_conv:8576,proud,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,1.0
hit:5151_conv:10302,excited,"['excited', ' proud', ' hopeful']",excited,proud,hopeful,1.0
hit:5408_conv:10817,terrified,"['sad', ' hopeful', ' anxious']",sad,hopeful,anxious,
hit:2015_conv:4031,nostalgic,"['nostalgic', 'excited', 'surprised']",nostalgic,excited,surprised,1.0
hit:2631_conv:5262,angry,"['angry', ' annoyed', ' disappointed']",angry,annoyed,disappointed,1.0
hit:7134_conv:14268,faithful,"['hopeful', ' anxious', ' caring']",hopeful,anxious,caring,
